"Date","Price","Open","High","Low","Change %"
"Apr 02, 2009","6.951","6.951","6.951","6.951","-0.90%"
"Mar 31, 2009","7.014","7.014","7.014","7.014","-0.85%"
"Mar 30, 2009","7.074","7.074","7.074","7.074","1.16%"
"Mar 28, 2009","6.993","6.993","6.993","6.993","-0.54%"
"Mar 26, 2009","7.031","7.031","7.031","7.031","3.58%"
"Mar 25, 2009","6.788","6.788","6.788","6.788","1.30%"
"Mar 24, 2009","6.701","6.701","6.701","6.701","0.80%"
"Mar 23, 2009","6.648","6.648","6.648","6.648","-2.99%"
"Mar 20, 2009","6.853","6.853","6.853","6.853","0.60%"
"Mar 19, 2009","6.812","6.812","6.812","6.812","1.67%"
"Mar 18, 2009","6.700","6.700","6.700","6.700","-0.83%"
"Mar 17, 2009","6.756","6.756","6.756","6.756","1.99%"
"Mar 16, 2009","6.624","6.624","6.624","6.624","-2.87%"
"Mar 13, 2009","6.820","6.820","6.820","6.820","-3.63%"
"Mar 12, 2009","7.077","7.077","7.077","7.077","4.38%"
"Mar 09, 2009","6.780","6.780","6.780","6.780","0.41%"
"Mar 06, 2009","6.752","6.752","6.752","6.752","5.02%"
"Mar 05, 2009","6.429","6.429","6.429","6.429","-0.22%"
"Mar 04, 2009","6.443","6.443","6.443","6.443","1.18%"
"Mar 03, 2009","6.368","6.368","6.368","6.368","1.06%"
"Mar 02, 2009","6.301","6.301","6.301","6.301","-0.43%"
"Feb 27, 2009","6.328","6.328","6.328","6.328","-2.75%"
"Feb 26, 2009","6.507","6.507","6.507","6.507","-2.37%"
"Feb 25, 2009","6.665","6.665","6.665","6.665","1.05%"
"Feb 24, 2009","6.596","6.596","6.596","6.596","4.48%"
"Feb 19, 2009","6.313","6.313","6.313","6.313","-0.85%"
"Feb 18, 2009","6.367","6.367","6.367","6.367","-1.88%"
"Feb 17, 2009","6.489","6.489","6.489","6.489","1.15%"
"Feb 16, 2009","6.415","6.415","6.415","6.415","4.22%"
"Feb 13, 2009","6.155","6.155","6.155","6.155","-0.44%"
"Feb 12, 2009","6.182","6.182","6.182","6.182","-2.12%"
"Feb 11, 2009","6.316","6.316","6.316","6.316","-2.14%"
"Feb 10, 2009","6.454","6.454","6.454","6.454","2.17%"
"Feb 09, 2009","6.317","6.317","6.317","6.317","-0.11%"
"Feb 06, 2009","6.324","6.324","6.324","6.324","-2.71%"
"Feb 05, 2009","6.500","6.500","6.500","6.500","1.36%"
"Feb 04, 2009","6.413","6.413","6.413","6.413","0.85%"
"Feb 03, 2009","6.359","6.359","6.359","6.359","3.08%"
"Feb 02, 2009","6.169","6.169","6.169","6.169","-0.29%"
"Jan 30, 2009","6.187","6.187","6.187","6.187","1.28%"
"Jan 29, 2009","6.109","6.109","6.109","6.109","0.86%"
"Jan 28, 2009","6.057","6.057","6.057","6.057","1.53%"
"Jan 27, 2009","5.966","5.966","5.966","5.966","3.90%"
"Jan 24, 2009","5.742","5.742","5.742","5.742","-0.10%"
"Jan 23, 2009","5.748","5.748","5.748","5.748","-1.14%"
"Jan 22, 2009","5.814","5.814","5.814","5.814","-1.11%"
"Jan 21, 2009","5.879","5.879","5.879","5.879","3.47%"
"Jan 20, 2009","5.682","5.682","5.682","5.682","1.46%"
"Jan 19, 2009","5.600","5.600","5.600","5.600","0.21%"
"Jan 16, 2009","5.588","5.588","5.588","5.588","0.52%"
"Jan 15, 2009","5.559","5.559","5.559","5.559","-0.30%"
"Jan 14, 2009","5.576","5.576","5.576","5.576","-1.81%"
"Jan 13, 2009","5.679","5.679","5.679","5.679","-2.84%"
"Jan 12, 2009","5.845","5.845","5.845","5.845","-3.36%"
"Jan 09, 2009","6.048","6.048","6.048","6.048","1.10%"
"Jan 07, 2009","5.982","5.982","5.982","5.982","13.02%"
"Jan 06, 2009","5.293","5.293","5.293","5.293","2.34%"
"Jan 05, 2009","5.172","5.172","5.172","5.172","-3.31%"
"Jan 02, 2009","5.349","5.349","5.349","5.349","1.40%"
"Jan 01, 2009","5.275","5.275","5.275","5.275","0.29%"
"Dec 31, 2008","5.260","5.260","5.260","5.260","-1.44%"
"Dec 30, 2008","5.337","5.337","5.337","5.337","-3.82%"
"Dec 29, 2008","5.549","5.549","5.549","5.549","-1.23%"
"Dec 26, 2008","5.618","5.618","5.618","5.618","0.27%"
"Dec 24, 2008","5.603","5.603","5.603","5.603","-2.49%"
"Dec 23, 2008","5.746","5.746","5.746","5.746","0.42%"
"Dec 22, 2008","5.722","5.722","5.722","5.722","2.69%"
"Dec 19, 2008","5.572","5.572","5.572","5.572","-0.04%"
"Dec 18, 2008","5.574","5.574","5.574","5.574","-4.11%"
"Dec 17, 2008","5.813","5.813","5.813","5.813","-3.29%"
"Dec 16, 2008","6.011","6.011","6.011","6.011","-2.70%"
"Dec 15, 2008","6.178","6.178","6.178","6.178","-0.83%"
"Dec 12, 2008","6.230","6.230","6.230","6.230","-3.75%"
"Dec 11, 2008","6.473","6.473","6.473","6.473","-2.29%"
"Dec 10, 2008","6.625","6.625","6.625","6.625","-1.00%"
"Dec 08, 2008","6.692","6.692","6.692","6.692","-1.17%"
"Dec 05, 2008","6.771","6.771","6.771","6.771","-1.37%"
"Dec 04, 2008","6.865","6.865","6.865","6.865","1.15%"
"Dec 03, 2008","6.787","6.787","6.787","6.787","-3.26%"
"Dec 02, 2008","7.016","7.016","7.016","7.016","-0.69%"
"Dec 01, 2008","7.065","7.065","7.065","7.065","-0.21%"
"Nov 28, 2008","7.080","7.080","7.080","7.080","-0.45%"
"Nov 26, 2008","7.112","7.112","7.112","7.112","-1.43%"
"Nov 25, 2008","7.215","7.215","7.215","7.215","0.19%"
"Nov 24, 2008","7.201","7.201","7.201","7.201","-0.30%"
"Nov 21, 2008","7.223","7.223","7.223","7.223","-0.40%"
"Nov 20, 2008","7.252","7.252","7.252","7.252","-2.04%"
"Nov 19, 2008","7.403","7.403","7.403","7.403","-0.94%"
"Nov 18, 2008","7.473","7.473","7.473","7.473","-0.48%"
"Nov 17, 2008","7.509","7.509","7.509","7.509","0.55%"
"Nov 14, 2008","7.468","7.468","7.468","7.468","-2.15%"
"Nov 12, 2008","7.632","7.632","7.632","7.632","-0.65%"
"Nov 11, 2008","7.682","7.682","7.682","7.682","-0.43%"
"Nov 10, 2008","7.715","7.715","7.715","7.715","0.05%"
"Nov 07, 2008","7.711","7.711","7.711","7.711","-0.04%"
"Nov 06, 2008","7.714","7.714","7.714","7.714","-0.63%"
"Nov 05, 2008","7.763","7.763","7.763","7.763","1.73%"
"Nov 04, 2008","7.631","7.631","7.631","7.631","0.93%"
"Nov 03, 2008","7.561","7.561","7.561","7.561","1.11%"
"Oct 31, 2008","7.478","7.478","7.478","7.478","-0.45%"
"Oct 29, 2008","7.512","7.512","7.512","7.512","-1.29%"
"Oct 27, 2008","7.610","7.610","7.610","7.610","-0.95%"
"Oct 24, 2008","7.683","7.683","7.683","7.683","1.53%"
"Oct 23, 2008","7.567","7.567","7.567","7.567","-0.29%"
"Oct 22, 2008","7.589","7.589","7.589","7.589","0.96%"
"Oct 20, 2008","7.517","7.517","7.517","7.517","-2.44%"
"Oct 17, 2008","7.705","7.705","7.705","7.705","-0.12%"
"Oct 16, 2008","7.714","7.714","7.714","7.714","-2.71%"
"Oct 15, 2008","7.929","7.929","7.929","7.929","-0.56%"
"Oct 14, 2008","7.974","7.974","7.974","7.974","2.43%"
"Oct 13, 2008","7.785","7.785","7.785","7.785","-0.37%"
"Oct 10, 2008","7.814","7.814","7.814","7.814","-2.04%"
"Oct 08, 2008","7.977","7.977","7.977","7.977","-1.45%"
"Oct 07, 2008","8.094","8.094","8.094","8.094","-0.10%"
"Oct 06, 2008","8.102","8.102","8.102","8.102","-2.28%"
"Oct 03, 2008","8.291","8.291","8.291","8.291","-2.00%"
"Oct 01, 2008","8.460","8.460","8.460","8.460","-1.82%"
"Sep 29, 2008","8.617","8.617","8.617","8.617","0.43%"
"Sep 26, 2008","8.580","8.580","8.580","8.580","0.09%"
"Sep 25, 2008","8.572","8.572","8.572","8.572","-0.70%"
"Sep 24, 2008","8.632","8.632","8.632","8.632","2.44%"
"Sep 23, 2008","8.426","8.426","8.426","8.426","-0.45%"
"Sep 22, 2008","8.464","8.464","8.464","8.464","0.58%"
"Sep 19, 2008","8.415","8.415","8.415","8.415","0.37%"
"Sep 18, 2008","8.384","8.384","8.384","8.384","2.43%"
"Sep 17, 2008","8.185","8.185","8.185","8.185","1.09%"
"Sep 16, 2008","8.097","8.097","8.097","8.097","-0.65%"
"Sep 15, 2008","8.150","8.150","8.150","8.150","-2.37%"
"Sep 12, 2008","8.348","8.348","8.348","8.348","0.72%"
"Sep 11, 2008","8.288","8.288","8.288","8.288","-0.83%"
"Sep 10, 2008","8.357","8.357","8.357","8.357","-0.63%"
"Sep 09, 2008","8.410","8.410","8.410","8.410","-0.99%"
"Sep 08, 2008","8.494","8.494","8.494","8.494","0.12%"
"Sep 05, 2008","8.484","8.484","8.484","8.484","0.09%"
"Sep 04, 2008","8.476","8.476","8.476","8.476","-1.54%"
"Sep 02, 2008","8.609","8.609","8.609","8.609","-0.32%"
"Sep 01, 2008","8.637","8.637","8.637","8.637","-0.72%"
"Aug 29, 2008","8.700","8.700","8.700","8.700","-1.13%"
"Aug 28, 2008","8.799","8.799","8.799","8.799","-0.97%"
"Aug 27, 2008","8.885","8.885","8.885","8.885","-0.07%"
"Aug 26, 2008","8.891","8.891","8.891","8.891","-1.11%"
"Aug 25, 2008","8.991","8.991","8.991","8.991","-1.03%"
"Aug 22, 2008","9.085","9.085","9.085","9.085","-1.31%"
"Aug 21, 2008","9.206","9.206","9.206","9.206","0.81%"
"Aug 20, 2008","9.132","9.132","9.132","9.132","0.42%"
"Aug 18, 2008","9.094","9.094","9.094","9.094","-0.73%"
"Aug 14, 2008","9.161","9.161","9.161","9.161","0.91%"
"Aug 13, 2008","9.078","9.078","9.078","9.078","1.26%"
"Aug 12, 2008","8.965","8.965","8.965","8.965","0.64%"
"Aug 11, 2008","8.908","8.908","8.908","8.908","-1.34%"
"Aug 08, 2008","9.029","9.029","9.029","9.029","-0.75%"
"Aug 07, 2008","9.097","9.097","9.097","9.097","0.80%"
"Aug 06, 2008","9.025","9.025","9.025","9.025","0.41%"
"Aug 05, 2008","8.988","8.988","8.988","8.988","-2.30%"
"Aug 04, 2008","9.200","9.200","9.200","9.200","-0.80%"
"Aug 01, 2008","9.274","9.274","9.274","9.274","-0.45%"
"Jul 31, 2008","9.316","9.316","9.316","9.316","-0.05%"
"Jul 30, 2008","9.321","9.321","9.321","9.321","-0.77%"
"Jul 29, 2008","9.393","9.393","9.393","9.393","3.42%"
"Jul 28, 2008","9.082","9.082","9.082","9.082","-0.82%"
"Jul 25, 2008","9.157","9.157","9.157","9.157","0.96%"
"Jul 24, 2008","9.070","9.070","9.070","9.070","0.35%"
"Jul 23, 2008","9.038","9.038","9.038","9.038","-1.03%"
"Jul 22, 2008","9.132","9.132","9.132","9.132","0.88%"
"Jul 21, 2008","9.052","9.052","9.052","9.052","-0.48%"
"Jul 18, 2008","9.096","9.096","9.096","9.096","-1.62%"
"Jul 17, 2008","9.246","9.246","9.246","9.246","-1.46%"
"Jul 16, 2008","9.383","9.383","9.383","9.383","-1.00%"
"Jul 15, 2008","9.478","9.478","9.478","9.478","1.01%"
"Jul 14, 2008","9.383","9.383","9.383","9.383","-0.91%"
"Jul 11, 2008","9.469","9.469","9.469","9.469","0.53%"
"Jul 10, 2008","9.419","9.419","9.419","9.419","1.07%"
"Jul 09, 2008","9.319","9.319","9.319","9.319","0.27%"
"Jul 08, 2008","9.294","9.294","9.294","9.294","1.47%"
"Jul 07, 2008","9.159","9.159","9.159","9.159","0.05%"
"Jul 04, 2008","9.154","9.154","9.154","9.154","3.55%"
"Jul 03, 2008","8.840","8.840","8.840","8.840","0.36%"
"Jul 02, 2008","8.808","8.808","8.808","8.808","0.18%"
"Jul 01, 2008","8.792","8.792","8.792","8.792","0.91%"
"Jun 30, 2008","8.713","8.713","8.713","8.713","1.14%"
"Jun 27, 2008","8.615","8.615","8.615","8.615","0.03%"
"Jun 26, 2008","8.612","8.612","8.612","8.612","-0.62%"
"Jun 25, 2008","8.666","8.666","8.666","8.666","1.16%"
"Jun 24, 2008","8.567","8.567","8.567","8.567","-0.75%"
"Jun 23, 2008","8.632","8.632","8.632","8.632","0.06%"
"Jun 20, 2008","8.627","8.627","8.627","8.627","1.77%"
"Jun 19, 2008","8.477","8.477","8.477","8.477","1.33%"
"Jun 18, 2008","8.366","8.366","8.366","8.366","0.37%"
"Jun 17, 2008","8.335","8.335","8.335","8.335","-0.28%"
"Jun 16, 2008","8.358","8.358","8.358","8.358","-0.42%"
"Jun 13, 2008","8.393","8.393","8.393","8.393","0.80%"
"Jun 12, 2008","8.326","8.326","8.326","8.326","0.76%"
"Jun 11, 2008","8.263","8.263","8.263","8.263","-0.31%"
"Jun 10, 2008","8.289","8.289","8.289","8.289","0.02%"
"Jun 09, 2008","8.287","8.287","8.287","8.287","0.59%"
"Jun 06, 2008","8.238","8.238","8.238","8.238","0.65%"
"Jun 05, 2008","8.185","8.185","8.185","8.185","0.54%"
"Jun 04, 2008","8.141","8.141","8.141","8.141","0.17%"
"Jun 03, 2008","8.127","8.127","8.127","8.127","0.52%"
"Jun 02, 2008","8.085","8.085","8.085","8.085","-0.20%"
"May 30, 2008","8.101","8.101","8.101","8.101","-0.04%"
"May 29, 2008","8.104","8.104","8.104","8.104","0.55%"
"May 28, 2008","8.060","8.060","8.060","8.060","-0.73%"
"May 27, 2008","8.119","8.119","8.119","8.119","0.06%"
"May 26, 2008","8.114","8.114","8.114","8.114","0.32%"
"May 23, 2008","8.088","8.088","8.088","8.088","-0.31%"
"May 22, 2008","8.113","8.113","8.113","8.113","0.68%"
"May 21, 2008","8.058","8.058","8.058","8.058","0.69%"
"May 20, 2008","8.003","8.003","8.003","8.003","-0.10%"
"May 16, 2008","8.011","8.011","8.011","8.011","0.39%"
"May 15, 2008","7.980","7.980","7.980","7.980","0.53%"
"May 14, 2008","7.938","7.938","7.938","7.938","0.30%"
"May 13, 2008","7.914","7.914","7.914","7.914","0.22%"
"May 12, 2008","7.897","7.897","7.897","7.897","-0.25%"
"May 09, 2008","7.917","7.917","7.917","7.917","-0.34%"
"May 08, 2008","7.944","7.944","7.944","7.944","0.24%"
"May 07, 2008","7.925","7.925","7.925","7.925","0.44%"
"May 06, 2008","7.890","7.890","7.890","7.890","0.18%"
"May 05, 2008","7.876","7.876","7.876","7.876","-0.34%"
"May 02, 2008","7.903","7.903","7.903","7.903","-0.67%"
"Apr 30, 2008","7.956","7.956","7.956","7.956","-0.60%"
"Apr 29, 2008","8.004","8.004","8.004","8.004","-1.68%"
"Apr 28, 2008","8.141","8.141","8.141","8.141","-0.42%"
"Apr 25, 2008","8.175","8.175","8.175","8.175","-0.23%"
"Apr 24, 2008","8.194","8.194","8.194","8.194","0.10%"
"Apr 23, 2008","8.186","8.186","8.186","8.186","0.26%"
"Apr 22, 2008","8.165","8.165","8.165","8.165","-0.16%"
"Apr 21, 2008","8.178","8.178","8.178","8.178","0.74%"
"Apr 17, 2008","8.118","8.118","8.118","8.118","0.47%"
"Apr 16, 2008","8.080","8.080","8.080","8.080","0.77%"
"Apr 15, 2008","8.018","8.018","8.018","8.018","-0.20%"
"Apr 11, 2008","8.034","8.034","8.034","8.034","0.88%"
"Apr 10, 2008","7.964","7.964","7.964","7.964","0.49%"
"Apr 09, 2008","7.925","7.925","7.925","7.925","-0.25%"
"Apr 08, 2008","7.945","7.945","7.945","7.945","-0.56%"
"Apr 07, 2008","7.990","7.990","7.990","7.990","0.06%"
"Apr 04, 2008","7.985","7.985","7.985","7.985","1.24%"
"Apr 03, 2008","7.887","7.887","7.887","7.887","-0.55%"
"Apr 02, 2008","7.931","7.931","7.931","7.931","-0.09%"
"Mar 31, 2008","7.938","7.938","7.938","7.938","0.81%"
"Mar 28, 2008","7.874","7.874","7.874","7.874","1.30%"
"Mar 27, 2008","7.773","7.773","7.773","7.773","0.06%"
"Mar 26, 2008","7.768","7.768","7.768","7.768","0.58%"
"Mar 25, 2008","7.723","7.723","7.723","7.723","0.04%"
"Mar 24, 2008","7.720","7.720","7.720","7.720","1.30%"
"Mar 19, 2008","7.621","7.621","7.621","7.621","0.37%"
"Mar 18, 2008","7.593","7.593","7.593","7.593","-0.52%"
"Mar 17, 2008","7.633","7.633","7.633","7.633","0.12%"
"Mar 15, 2008","7.624","7.624","7.624","7.624","-0.08%"
"Mar 14, 2008","7.630","7.630","7.630","7.630","0.81%"
"Mar 13, 2008","7.569","7.569","7.569","7.569","0.13%"
"Mar 12, 2008","7.559","7.559","7.559","7.559","-0.59%"
"Mar 11, 2008","7.604","7.604","7.604","7.604","-0.21%"
"Mar 10, 2008","7.620","7.620","7.620","7.620","0.46%"
"Mar 08, 2008","7.585","7.585","7.585","7.585","-0.07%"
"Mar 07, 2008","7.590","7.590","7.590","7.590","0.52%"
"Mar 05, 2008","7.551","7.551","7.551","7.551","-0.41%"
"Mar 04, 2008","7.582","7.582","7.582","7.582","0.77%"
"Mar 03, 2008","7.524","7.524","7.524","7.524","-0.58%"
"Feb 29, 2008","7.568","7.568","7.568","7.568","-0.45%"
"Feb 28, 2008","7.602","7.602","7.602","7.602","-0.35%"
"Feb 27, 2008","7.629","7.629","7.629","7.629","-0.03%"
"Feb 26, 2008","7.631","7.631","7.631","7.631","-0.12%"
"Feb 25, 2008","7.640","7.640","7.640","7.640","-0.68%"
"Feb 23, 2008","7.692","7.692","7.692","7.692","0.17%"
"Feb 22, 2008","7.679","7.679","7.679","7.679","1.27%"
"Feb 21, 2008","7.583","7.583","7.583","7.583","-0.81%"
"Feb 20, 2008","7.645","7.645","7.645","7.645","1.10%"
"Feb 19, 2008","7.562","7.562","7.562","7.562","0.25%"
"Feb 18, 2008","7.543","7.543","7.543","7.543","0.41%"
"Feb 16, 2008","7.512","7.512","7.512","7.512","0.12%"
"Feb 15, 2008","7.503","7.503","7.503","7.503","0.52%"
"Feb 14, 2008","7.464","7.464","7.464","7.464","0.12%"
"Feb 13, 2008","7.455","7.455","7.455","7.455","0.03%"
"Feb 12, 2008","7.453","7.453","7.453","7.453","0.19%"
"Feb 11, 2008","7.439","7.439","7.439","7.439","-0.33%"
"Feb 09, 2008","7.464","7.464","7.464","7.464","-0.08%"
"Feb 08, 2008","7.470","7.470","7.470","7.470","-0.04%"
"Feb 07, 2008","7.473","7.473","7.473","7.473","-0.20%"
"Feb 06, 2008","7.488","7.488","7.488","7.488","-0.40%"
"Feb 05, 2008","7.518","7.518","7.518","7.518","0.04%"
"Feb 04, 2008","7.515","7.515","7.515","7.515","0.25%"
"Feb 02, 2008","7.496","7.496","7.496","7.496","0.12%"
"Feb 01, 2008","7.487","7.487","7.487","7.487","-0.56%"
"Jan 31, 2008","7.529","7.529","7.529","7.529","-0.40%"
"Jan 30, 2008","7.559","7.559","7.559","7.559","0.23%"
"Jan 29, 2008","7.542","7.542","7.542","7.542","1.40%"
"Jan 28, 2008","7.438","7.438","7.438","7.438","0.09%"
"Jan 25, 2008","7.431","7.431","7.431","7.431","0.70%"
"Jan 24, 2008","7.379","7.379","7.379","7.379","-0.08%"
"Jan 23, 2008","7.385","7.385","7.385","7.385","-1.10%"
"Jan 22, 2008","7.467","7.467","7.467","7.467","-0.97%"
"Jan 21, 2008","7.540","7.540","7.540","7.540","-0.15%"
"Jan 18, 2008","7.551","7.551","7.551","7.551","-0.04%"
"Jan 17, 2008","7.554","7.554","7.554","7.554","-0.12%"
"Jan 16, 2008","7.563","7.563","7.563","7.563","0.09%"
"Jan 15, 2008","7.556","7.556","7.556","7.556","0.16%"
"Jan 14, 2008","7.544","7.544","7.544","7.544","-0.25%"
"Jan 12, 2008","7.563","7.563","7.563","7.563","0.00%"
"Jan 11, 2008","7.563","7.563","7.563","7.563","-0.30%"
"Jan 10, 2008","7.586","7.586","7.586","7.586","-0.89%"
"Jan 09, 2008","7.654","7.654","7.654","7.654","-0.25%"
"Jan 08, 2008","7.673","7.673","7.673","7.673","0.17%"
"Jan 07, 2008","7.660","7.660","7.660","7.660","-0.61%"
"Jan 05, 2008","7.707","7.707","7.707","7.707","0.01%"
"Jan 04, 2008","7.706","7.706","7.706","7.706","-0.63%"
"Jan 03, 2008","7.755","7.755","7.755","7.755","0.12%"
"Jan 02, 2008","7.746","7.746","7.746","7.746","0.00%"
"Jan 01, 2008","7.746","7.746","7.746","7.746","-0.58%"
"Dec 31, 2007","7.791","7.791","7.791","7.791","-0.24%"
"Dec 29, 2007","7.810","7.810","7.810","7.810","-0.01%"
"Dec 28, 2007","7.811","7.811","7.811","7.811","-0.57%"
"Dec 27, 2007","7.856","7.856","7.856","7.856","-0.18%"
"Dec 26, 2007","7.870","7.870","7.870","7.870","0.08%"
"Dec 24, 2007","7.864","7.864","7.864","7.864","-0.05%"
"Dec 22, 2007","7.868","7.868","7.868","7.868","-0.04%"
"Dec 20, 2007","7.871","7.871","7.871","7.871","-0.14%"
"Dec 19, 2007","7.882","7.882","7.882","7.882","-0.13%"
"Dec 18, 2007","7.892","7.892","7.892","7.892","-0.08%"
"Dec 17, 2007","7.898","7.898","7.898","7.898","0.01%"
"Dec 15, 2007","7.897","7.897","7.897","7.897","-0.04%"
"Dec 14, 2007","7.900","7.900","7.900","7.900","0.19%"
"Dec 13, 2007","7.885","7.885","7.885","7.885","0.09%"
"Dec 12, 2007","7.878","7.878","7.878","7.878","-0.06%"
"Dec 11, 2007","7.883","7.883","7.883","7.883","0.08%"
"Dec 10, 2007","7.877","7.877","7.877","7.877","0.10%"
"Dec 08, 2007","7.869","7.869","7.869","7.869","-0.06%"
"Dec 07, 2007","7.874","7.874","7.874","7.874","-0.05%"
"Dec 06, 2007","7.878","7.878","7.878","7.878","0.11%"
"Dec 05, 2007","7.869","7.869","7.869","7.869","-0.18%"
"Dec 04, 2007","7.883","7.883","7.883","7.883","0.03%"
"Dec 03, 2007","7.881","7.881","7.881","7.881","-0.34%"
"Dec 01, 2007","7.908","7.908","7.908","7.908","0.04%"
"Nov 30, 2007","7.905","7.905","7.905","7.905","-0.23%"
"Nov 29, 2007","7.923","7.923","7.923","7.923","0.01%"
"Nov 28, 2007","7.922","7.922","7.922","7.922","0.33%"
"Nov 27, 2007","7.896","7.896","7.896","7.896","0.08%"
"Nov 26, 2007","7.890","7.890","7.890","7.890","0.00%"
"Nov 23, 2007","7.890","7.890","7.890","7.890","0.08%"
"Nov 22, 2007","7.884","7.884","7.884","7.884","-0.03%"
"Nov 21, 2007","7.886","7.886","7.886","7.886","0.14%"
"Nov 20, 2007","7.875","7.875","7.875","7.875","0.00%"
"Nov 19, 2007","7.875","7.875","7.875","7.875","-0.08%"
"Nov 17, 2007","7.881","7.881","7.881","7.881","0.00%"
"Nov 16, 2007","7.881","7.881","7.881","7.881","-0.03%"
"Nov 15, 2007","7.883","7.883","7.883","7.883","0.10%"
"Nov 14, 2007","7.875","7.875","7.875","7.875","-0.15%"
"Nov 13, 2007","7.887","7.887","7.887","7.887","-0.45%"
"Nov 12, 2007","7.923","7.923","7.923","7.923","-0.15%"
"Nov 10, 2007","7.935","7.935","7.935","7.935","0.27%"
"Nov 08, 2007","7.914","7.914","7.914","7.914","0.23%"
"Nov 07, 2007","7.896","7.896","7.896","7.896","0.00%"
"Nov 06, 2007","7.896","7.896","7.896","7.896","0.36%"
"Nov 05, 2007","7.868","7.868","7.868","7.868","0.14%"
"Nov 03, 2007","7.857","7.857","7.857","7.857","-0.03%"
"Nov 02, 2007","7.859","7.859","7.859","7.859","0.00%"
"Nov 01, 2007","7.859","7.859","7.859","7.859","0.26%"
"Oct 31, 2007","7.839","7.839","7.839","7.839","-0.27%"
"Oct 30, 2007","7.860","7.860","7.860","7.860","0.56%"
"Oct 29, 2007","7.816","7.816","7.816","7.816","-0.09%"
"Oct 27, 2007","7.823","7.823","7.823","7.823","0.01%"
"Oct 26, 2007","7.822","7.822","7.822","7.822","0.04%"
"Oct 25, 2007","7.819","7.819","7.819","7.819","-0.15%"
"Oct 24, 2007","7.831","7.831","7.831","7.831","0.10%"
"Oct 23, 2007","7.823","7.823","7.823","7.823","-0.51%"
"Oct 22, 2007","7.863","7.863","7.863","7.863","-0.44%"
"Oct 20, 2007","7.898","7.898","7.898","7.898","0.00%"
"Oct 19, 2007","7.898","7.898","7.898","7.898","-0.20%"
"Oct 18, 2007","7.914","7.914","7.914","7.914","-0.16%"
"Oct 17, 2007","7.927","7.927","7.927","7.927","0.19%"
"Oct 16, 2007","7.912","7.912","7.912","7.912","0.05%"
"Oct 15, 2007","7.908","7.908","7.908","7.908","0.08%"
"Oct 13, 2007","7.902","7.902","7.902","7.902","-0.03%"
"Oct 12, 2007","7.904","7.904","7.904","7.904","0.14%"
"Oct 11, 2007","7.893","7.893","7.893","7.893","-0.10%"
"Oct 10, 2007","7.901","7.901","7.901","7.901","-0.32%"
"Oct 09, 2007","7.926","7.926","7.926","7.926","-0.19%"
"Oct 08, 2007","7.941","7.941","7.941","7.941","0.35%"
"Oct 06, 2007","7.913","7.913","7.913","7.913","0.06%"
"Oct 05, 2007","7.908","7.908","7.908","7.908","0.19%"
"Oct 04, 2007","7.893","7.893","7.893","7.893","-0.06%"
"Oct 03, 2007","7.898","7.898","7.898","7.898","-0.27%"
"Oct 01, 2007","7.919","7.919","7.919","7.919","-0.08%"
"Sep 28, 2007","7.925","7.925","7.925","7.925","-0.04%"
"Sep 27, 2007","7.928","7.928","7.928","7.928","0.06%"
"Sep 26, 2007","7.923","7.923","7.923","7.923","-0.05%"
"Sep 25, 2007","7.927","7.927","7.927","7.927","0.51%"
"Sep 24, 2007","7.887","7.887","7.887","7.887","0.36%"
"Sep 21, 2007","7.859","7.859","7.859","7.859","0.19%"
"Sep 20, 2007","7.844","7.844","7.844","7.844","-0.23%"
"Sep 19, 2007","7.862","7.862","7.862","7.862","-0.30%"
"Sep 18, 2007","7.886","7.886","7.886","7.886","-0.08%"
"Sep 17, 2007","7.892","7.892","7.892","7.892","0.08%"
"Sep 14, 2007","7.886","7.886","7.886","7.886","-0.15%"
"Sep 13, 2007","7.898","7.898","7.898","7.898","0.03%"
"Sep 12, 2007","7.896","7.896","7.896","7.896","0.00%"
"Sep 11, 2007","7.896","7.896","7.896","7.896","0.41%"
"Sep 10, 2007","7.864","7.864","7.864","7.864","-0.41%"
"Sep 07, 2007","7.896","7.896","7.896","7.896","-0.30%"
"Sep 06, 2007","7.920","7.920","7.920","7.920","-0.10%"
"Sep 05, 2007","7.928","7.928","7.928","7.928","0.14%"
"Sep 04, 2007","7.917","7.917","7.917","7.917","0.19%"
"Sep 03, 2007","7.902","7.902","7.902","7.902","-0.35%"
"Aug 31, 2007","7.930","7.930","7.930","7.930","-0.50%"
"Aug 30, 2007","7.970","7.970","7.970","7.970","0.23%"
"Aug 29, 2007","7.952","7.952","7.952","7.952","0.16%"
"Aug 28, 2007","7.939","7.939","7.939","7.939","0.14%"
"Aug 27, 2007","7.928","7.928","7.928","7.928","-0.11%"
"Aug 24, 2007","7.937","7.937","7.937","7.937","0.08%"
"Aug 23, 2007","7.931","7.931","7.931","7.931","0.24%"
"Aug 22, 2007","7.912","7.912","7.912","7.912","-0.58%"
"Aug 21, 2007","7.958","7.958","7.958","7.958","-0.51%"
"Aug 17, 2007","7.999","7.999","7.999","7.999","-0.46%"
"Aug 16, 2007","8.036","8.036","8.036","8.036","0.60%"
"Aug 14, 2007","7.988","7.988","7.988","7.988","0.14%"
"Aug 13, 2007","7.977","7.977","7.977","7.977","-0.08%"
"Aug 10, 2007","7.983","7.983","7.983","7.983","-0.10%"
"Aug 09, 2007","7.991","7.991","7.991","7.991","1.08%"
